1002,YER061C,0.965784939,1003,YER074W
2906,YLR017W,0.892724040,2914,YLR056W
2908,YLR033W,0.935122074,2911,YLR038C
2908,YLR033W,0.990483927,2912,YLR040C
2908,YLR033W,0.983808505,2914,YLR056W
2909,YLR035C,0.872890371,2911,YLR038C
2909,YLR035C,0.900524181,2912,YLR040C
2910,YLR036C,0.885112492,2911,YLR038C
2911,YLR038C,0.948042719,2912,YLR040C
2911,YLR038C,0.923510546,2914,YLR056W
2912,YLR040C,0.979896331,2914,YLR056W
2918,YLR064W,0.872652758,2920,YLR080W
2918,YLR064W,0.872489225,2921,YLR082C
2919,YLR066W,0.970043937,2920,YLR080W
2919,YLR066W,0.899057100,2921,YLR082C
2920,YLR080W,0.953084930,2921,YLR082C
2927,YLR386W,0.873671858,2928,YLR388W
2927,YLR386W,0.880105537,2934,YLR410W-B
2928,YLR388W,0.906745943,2930,YLR392C
2928,YLR388W,0.916172828,2934,YLR410W-B
2929,YLR390W,0.901685130,2931,YLR394W
2929,YLR390W,0.896490349,2933,YLR410W
2930,YLR392C,0.966370306,2934,YLR410W-B
2932,YLR408C,0.878079391,2933,YLR410W
2948,YLR461W,0.889643653,2949,YLR463C
2948,YLR461W,0.938550367,2950,YMR147W
2948,YLR461W,0.916793741,2951,YMR149W
2948,YLR461W,0.948119864,2954,YMR154C
2948,YLR461W,0.971957952,2955,YMR156C
2948,YLR461W,0.936281341,2959,YMR173W
2948,YLR461W,0.940022277,2960,YMR174C
2948,YLR461W,0.892699611,2961,YMR176W
2948,YLR461W,0.955417964,2962,YMR190C
2949,YLR463C,0.907466560,2950,YMR147W
2949,YLR463C,0.926038501,2951,YMR149W
2949,YLR463C,0.945147386,2954,YMR154C
2949,YLR463C,0.937901149,2955,YMR156C
2949,YLR463C,0.913039915,2956,YMR168C
2949,YLR463C,0.953362419,2959,YMR173W
2949,YLR463C,0.951329210,2960,YMR174C
2949,YLR463C,0.954638578,2961,YMR176W
2949,YLR463C,0.898558569,2962,YMR190C
2950,YMR147W,0.950585659,2951,YMR149W
2950,YMR147W,0.963585733,2954,YMR154C
2950,YMR147W,0.967837456,2955,YMR156C
2950,YMR147W,0.903593169,2956,YMR168C
2950,YMR147W,0.972786154,2959,YMR173W
2950,YMR147W,0.962341746,2960,YMR174C
2950,YMR147W,0.931137034,2961,YMR176W
2950,YMR147W,0.939811493,2962,YMR190C
2951,YMR149W,0.900257170,2952,YMR151W
2951,YMR149W,0.990700405,2954,YMR154C
2951,YMR149W,0.979671996,2955,YMR156C
2951,YMR149W,0.972326140,2956,YMR168C
2951,YMR149W,0.989501456,2959,YMR173W
2951,YMR149W,0.969563407,2960,YMR174C
2951,YMR149W,0.944436888,2961,YMR176W
2951,YMR149W,0.908347020,2962,YMR190C
2952,YMR151W,0.886955080,2954,YMR154C
2952,YMR151W,0.959516356,2956,YMR168C
2952,YMR151W,0.902231449,2958,YMR172C-A
2952,YMR151W,0.874891909,2959,YMR173W
2952,YMR151W,0.874031066,2960,YMR174C
2952,YMR151W,0.914001598,2963,YMR192W
2953,YMR153C-A,0.883751116,2956,YMR168C
2954,YMR154C,0.992254055,2955,YMR156C
2954,YMR154C,0.960154689,2956,YMR168C
2954,YMR154C,0.995104172,2959,YMR173W
2954,YMR154C,0.989263426,2960,YMR174C
2954,YMR154C,0.949836993,2961,YMR176W
2954,YMR154C,0.929771328,2962,YMR190C
2955,YMR156C,0.925123281,2956,YMR168C
2955,YMR156C,0.985943713,2959,YMR173W
2955,YMR156C,0.979919316,2960,YMR174C
2955,YMR156C,0.932529285,2961,YMR176W
2955,YMR156C,0.952015799,2962,YMR190C
2956,YMR168C,0.901430790,2958,YMR172C-A
2956,YMR168C,0.959588298,2959,YMR173W
2956,YMR168C,0.941915852,2960,YMR174C
2956,YMR168C,0.932084969,2961,YMR176W
2956,YMR168C,0.876943527,2963,YMR192W
2958,YMR172C-A,0.897628381,2963,YMR192W
2959,YMR173W,0.990058708,2960,YMR174C
2959,YMR173W,0.969011448,2961,YMR176W
2959,YMR173W,0.937194579,2962,YMR190C
2960,YMR174C,0.948103812,2961,YMR176W
2960,YMR174C,0.918479898,2962,YMR190C
2961,YMR176W,0.930090546,2962,YMR190C
2965,YMR194W,0.928318909,2966,YMR196W
2965,YMR194W,0.931164758,2967,YMR198W
2965,YMR194W,0.915412499,2968,YMR212C
2965,YMR194W,0.994340121,2969,YMR214W
2965,YMR194W,0.951991783,2970,YMR216C
2965,YMR194W,0.894735348,2971,YMR218C
2965,YMR194W,0.963633650,2972,YMR220W
2965,YMR194W,0.914859829,2973,YMR222C
2966,YMR196W,0.898943825,2967,YMR198W
2966,YMR196W,0.970537600,2968,YMR212C
2966,YMR196W,0.948230566,2969,YMR214W
2966,YMR196W,0.897040040,2970,YMR216C
2966,YMR196W,0.967060007,2972,YMR220W
2967,YMR198W,0.931010013,2969,YMR214W
2967,YMR198W,0.967900479,2970,YMR216C
2967,YMR198W,0.902054199,2971,YMR218C
2967,YMR198W,0.882074727,2972,YMR220W
2967,YMR198W,0.925272825,2973,YMR222C
2968,YMR212C,0.933951607,2969,YMR214W
2968,YMR212C,0.957463091,2972,YMR220W
2969,YMR214W,0.949663769,2970,YMR216C
2969,YMR214W,0.874764576,2971,YMR218C
2969,YMR214W,0.982790490,2972,YMR220W
2969,YMR214W,0.898055423,2973,YMR222C
2970,YMR216C,0.875171980,2971,YMR218C
2970,YMR216C,0.907386317,2972,YMR220W
2970,YMR216C,0.888689379,2973,YMR222C
2971,YMR218C,0.972882272,2973,YMR222C
2971,YMR218C,0.922484695,2974,YNL191W
2973,YMR222C,0.890317551,2974,YNL191W
2986,YNL239W,0.959745742,2987,YNL241C
2992,YNL263C,0.931134518,2993,YNL265C
2992,YNL263C,0.974422963,2994,YNL267W
2992,YNL263C,0.887204929,2995,YNL269W
2992,YNL263C,0.950384665,2996,YNL271C
2993,YNL265C,0.905280598,2994,YNL267W
2993,YNL265C,0.975809816,2996,YNL271C
2994,YNL267W,0.929466708,2995,YNL269W
2994,YNL267W,0.931215438,2996,YNL271C
29,YAR010C,0.985386797,30,YAR015W
2,YPR145W,0.897883161,3,YPR147C
2,YPR145W,0.942643728,4,YPR149W
2,YPR145W,0.969068805,5,YPR151C
2,YPR145W,0.960568153,6,YPR153W
2,YPR145W,0.959569844,8,YPR165W
2,YPR145W,0.880380528,9,YPR167C
2,YPR145W,0.954316433,10,YPR169W
3002,YOL160W,0.953119212,3003,YOL162W
3013,YOR039W,0.947277027,3015,YOR043W
3013,YOR039W,0.908217683,3016,YOR057W
3013,YOR039W,0.932772072,3017,YOR059C
3013,YOR039W,0.898418421,3018,YOR061W
3015,YOR043W,0.903179440,3016,YOR057W
3015,YOR043W,0.972932940,3017,YOR059C
3015,YOR043W,0.955810468,3018,YOR061W
3015,YOR043W,0.934293898,3020,YOR065W
3015,YOR043W,0.896754584,3021,YOR067C
3016,YOR057W,0.910633533,3017,YOR059C
3016,YOR057W,0.904136460,3018,YOR061W
3016,YOR057W,0.890605404,3020,YOR065W
3017,YOR059C,0.955449960,3018,YOR061W
3017,YOR059C,0.940798953,3020,YOR065W
3018,YOR061W,0.979351424,3020,YOR065W
3025,YOR367W,0.940160502,3026,YOR369C
3025,YOR367W,0.933245679,3027,YOR371C
3025,YOR367W,0.926671280,3028,YOR385W
3026,YOR369C,0.957453253,3027,YOR371C
3026,YOR369C,0.890488063,3028,YOR385W
3032,YOR393W,0.926033961,3034,YPL015C
3032,YOR393W,0.919119911,3035,YPL017C
3032,YOR393W,0.970879598,3038,YPL023C
3032,YOR393W,0.890475499,3039,YPL025C
3032,YOR393W,0.948677558,3042,YPL043W
3034,YPL015C,0.952940736,3035,YPL017C
3034,YPL015C,0.938876471,3036,YPL019C
3034,YPL015C,0.950244185,3037,YPL021W
3034,YPL015C,0.938012146,3038,YPL023C
3034,YPL015C,0.967390524,3039,YPL025C
3034,YPL015C,0.931600628,3040,YPL039W
3034,YPL015C,0.906199652,3042,YPL043W
3034,YPL015C,0.904113036,3043,YPL045W
3035,YPL017C,0.921227784,3038,YPL023C
3035,YPL017C,0.923462255,3039,YPL025C
3035,YPL017C,0.908244651,3040,YPL039W
3035,YPL017C,0.929475622,3042,YPL043W
3036,YPL019C,0.933591022,3037,YPL021W
3036,YPL019C,0.913463765,3039,YPL025C
3036,YPL019C,0.877036823,3040,YPL039W
3036,YPL019C,0.875398304,3043,YPL045W
3037,YPL021W,0.952705548,3039,YPL025C
3037,YPL021W,0.942265781,3040,YPL039W
3037,YPL021W,0.966808740,3043,YPL045W
3038,YPL023C,0.935286743,3039,YPL025C
3038,YPL023C,0.959893014,3042,YPL043W
3039,YPL025C,0.969928193,3040,YPL039W
3039,YPL025C,0.914975343,3042,YPL043W
3039,YPL025C,0.938698167,3043,YPL045W
3040,YPL039W,0.968525295,3043,YPL045W
3045,YPL049C,0.927005533,3046,YCL021W-A
3047,YCL057C-A,0.881344222,3049,YDL114W-A
3053,YIL014C-A,0.897966544,3056,YKL018C-A
3054,YJL052C-A,0.915500028,3056,YKL018C-A
3054,YJL052C-A,0.885254952,3059,YML116W-A
3054,YJL052C-A,0.907545689,3060,YMR122W-A
3056,YKL018C-A,0.977251398,3059,YML116W-A
3056,YKL018C-A,0.956501000,3060,YMR122W-A
3056,YKL018C-A,0.927561089,3061,YNL162W-A
3057,YKL138C-A,0.920778112,3058,YML099W-A
3059,YML116W-A,0.938717328,3060,YMR122W-A
3059,YML116W-A,0.949495788,3061,YNL162W-A
306,YLR150W,0.913023748,308,YLR164W
306,YLR150W,0.897442156,310,YLR168C
306,YLR150W,0.878088446,311,YLR170C
306,YLR150W,0.940106386,312,YLR172C
306,YLR150W,0.950108363,313,YLR465C
306,YLR150W,0.913614907,314,YLR467W
3075,CAB,0.978989840,3076,CAB
307,YLR162W,0.902703662,308,YLR164W
307,YLR162W,0.915594496,309,YLR166C
307,YLR162W,0.938190287,310,YLR168C
307,YLR162W,0.930645972,311,YLR170C
307,YLR162W,0.911958131,312,YLR172C
307,YLR162W,0.928548178,313,YLR465C
307,YLR162W,0.913508939,314,YLR467W
3082,YBR046C,0.982523571,3083,YBR048W
3082,YBR046C,0.908464235,3084,YBR050C
3083,YBR048W,0.874730382,3084,YBR050C
3084,YBR050C,0.930929362,3085,YBR052C
3089,YBR072W,0.935091125,3090,YBR074W
308,YLR164W,0.950396177,309,YLR166C
308,YLR164W,0.918337295,310,YLR168C
308,YLR164W,0.943499613,311,YLR170C
308,YLR164W,0.965972205,312,YLR172C
308,YLR164W,0.946213072,313,YLR465C
308,YLR164W,0.975508117,314,YLR467W
309,YLR166C,0.939411506,310,YLR168C
309,YLR166C,0.912657855,311,YLR170C
309,YLR166C,0.938891843,312,YLR172C
309,YLR166C,0.941616020,313,YLR465C
309,YLR166C,0.948648913,314,YLR467W
3100,YBR116C,0.934937167,3101,YBR118W
3100,YBR116C,0.938836728,3102,YBR120C
3100,YBR116C,0.920127426,3103,YBR122C
3101,YBR118W,0.940484248,3102,YBR120C
3102,YBR120C,0.911619605,3103,YBR122C
310,YLR168C,0.936266140,311,YLR170C
310,YLR168C,0.936206883,312,YLR172C
310,YLR168C,0.961568303,313,YLR465C
310,YLR168C,0.911267717,314,YLR467W
311,YLR170C,0.956751677,312,YLR172C
311,YLR170C,0.926466439,313,YLR465C
311,YLR170C,0.955513817,314,YLR467W
3121,YDL005C,0.907855012,3122,YDL007W
3125,YDL025C,0.931322334,3126,YDL027C
312,YLR172C,0.979430771,313,YLR465C
312,YLR172C,0.990686277,314,YLR467W
3131,YDR082W,0.968380386,3132,YDR084C
3133,YDR086C,0.939525845,3134,YDR088C
313,YLR465C,0.965837286,314,YLR467W
317,YML006C,0.962366018,318,YML008C
3185,YFL018C,0.918396081,3186,YFL020C
3188,YFL024C,0.912870965,3191,YFL041W
3189,YFL026W,0.882868169,3191,YFL041W
3197,YFL065C,0.947860242,3198,YFL067W
3199,YFR001W,0.933271239,3200,YFR003C
3213,YGR017W,0.931060755,3214,YGR029W
3226,YHR006W,0.945593838,3227,YHR008C
3226,YHR006W,0.973371347,3228,YHR010W
3227,YHR008C,0.926169309,3228,YHR010W
3238,YHR051W,0.937031668,3239,YHR053C
3238,YHR051W,0.934043968,3240,YHR055C
3238,YHR051W,0.972484582,3241,YHR057C
3239,YHR053C,0.999283664,3240,YHR055C
3239,YHR053C,0.935113078,3241,YHR057C
3240,YHR055C,0.934279839,3241,YHR057C
3248,YHR081W,0.984635226,3249,YHR083W
324,YML029W,0.953670966,325,YML043C
324,YML029W,0.922628021,326,YML045W-A
325,YML043C,0.959617844,326,YML045W-A
3348,YLR293C,0.971241289,3349,YLR295C
334,YML070W,0.969576996,335,YML072C
334,YML070W,0.955043214,336,YML074C
335,YML072C,0.966290827,336,YML074C
3381,YMR087W,0.985435348,3382,YMR101C
3383,YMR103C,0.937654428,3384,YMR105C
3383,YMR103C,0.940588651,3385,YMR107W
3384,YMR105C,0.927376775,3385,YMR107W
3395,YNL097C,0.930397387,3396,YNL099C
3398,YNL103W,0.972442370,3399,YNL105W
3405,YNL129W,0.880257375,3406,YNL143C
3417,YNL177C,0.921813546,3418,YOL058W
3417,YNL177C,0.907784348,3419,YOL060C
3418,YOL058W,0.913845393,3419,YOL060C
3425,YOL084W,0.938675438,3426,YOL086C
3442,YOR269W,0.982326441,3443,YOR271C
3442,YOR269W,0.978143930,3444,YOR273C
3442,YOR269W,0.949854182,3445,YOR275C
3442,YOR269W,0.938742423,3446,YOR277C
3443,YOR271C,0.973585464,3444,YOR273C
3443,YOR271C,0.966182041,3445,YOR275C
3443,YOR271C,0.934644368,3446,YOR277C
3444,YOR273C,0.963978752,3445,YOR275C
3444,YOR273C,0.976867801,3446,YOR277C
3445,YOR275C,0.939817081,3446,YOR277C
3454,YOR315W,0.983238043,3455,YOR317W
3460,YOR339C,0.956184297,3461,YOR341W
3471,YPL260W,0.957040521,3472,YPL274W
347,YMR256C,0.963669796,348,YMR258C
347,YMR256C,0.957338001,349,YMR272C
348,YMR258C,0.954761023,349,YMR272C
3501,YPR172W,0.963398483,3505,YPR192W
3502,YPR186C,0.945405696,3503,YPR188C
3503,YPR188C,0.913474902,3504,YPR190C
3503,YPR188C,0.874848641,3505,YPR192W
3504,YPR190C,0.891798868,3505,YPR192W
3508,CAB,0.996915725,3509,CAB
3508,CAB,0.990427899,3510,CAB
3508,CAB,0.984129820,3511,RCA
3509,CAB,0.989076446,3510,CAB
3509,CAB,0.985328590,3511,RCA
3510,CAB,0.972224491,3511,RCA
3517,YAR007C,0.933339729,3520,YAR044W
3517,YAR007C,0.954951414,3521,YAR050W
3517,YAR007C,0.924367693,3522,YAR060C
3518,YAR009C,0.929076045,3519,YAR014C
3518,YAR009C,0.943864618,3520,YAR044W
3518,YAR009C,0.930235397,3521,YAR050W
3519,YAR014C,0.968805574,3520,YAR044W
3519,YAR014C,0.913839821,3521,YAR050W
3520,YAR044W,0.968329800,3521,YAR050W
3520,YAR044W,0.947164506,3522,YAR060C
3521,YAR050W,0.926063307,3522,YAR060C
3522,YAR060C,0.911896905,3523,YAR062W
3534,YBL036C,0.984304858,3535,YBL038W
3534,YBL036C,0.979698062,3536,YBL040C
3534,YBL036C,0.948566045,3537,YBL042C
3534,YBL036C,0.985082412,3538,YBR222C
3535,YBL038W,0.966709364,3536,YBL040C
3535,YBL038W,0.917882779,3537,YBL042C
3535,YBL038W,0.987049287,3538,YBR222C
3536,YBL040C,0.921737994,3537,YBL042C
3536,YBL040C,0.959286706,3538,YBR222C
3537,YBL042C,0.954939982,3538,YBR222C
3549,YBR256C,0.921744455,3550,YBR270C
3549,YBR256C,0.961595426,3551,YBR272C
3549,YBR256C,0.877991416,3552,YBR274W
3550,YBR270C,0.937383778,3551,YBR272C
3555,YBR280C,0.981550048,3557,YBR296C
3556,YBR294W,0.931471058,3558,YBR298C
3557,YBR296C,0.885908294,3558,YBR298C
3563,YDL130W-A,0.876675840,3564,YDL132W
3563,YDL130W-A,0.972668832,3565,YDL133W
3563,YDL130W-A,0.910687533,3566,YDL135C
3563,YDL130W-A,0.963303216,3567,YDL137W
3564,YDL132W,0.934340238,3565,YDL133W
3564,YDL132W,0.940314068,3566,YDL135C
3564,YDL132W,0.946034431,3567,YDL137W
3565,YDL133W,0.950012948,3566,YDL135C
3565,YDL133W,0.988975368,3567,YDL137W
3566,YDL135C,0.963614673,3567,YDL137W
3577,YDL181W,0.963051910,3578,YDL183C
3577,YDL181W,0.984327404,3579,YDL185W
3577,YDL181W,0.885225071,3580,YDL199C
3578,YDL183C,0.956122165,3579,YDL185W
3578,YDL183C,0.928123445,3580,YDL199C
3579,YDL185W,0.901091330,3580,YDL199C
3582,YDL203C,0.872383977,3583,YDL205C
3588,YDR255C,0.942229262,3589,YDR257C
3588,YDR255C,0.933638451,3591,YDR261C
3588,YDR255C,0.961837733,3592,YDR271C
3588,YDR255C,0.909436179,3593,YDR273W
3588,YDR255C,0.958431548,3594,YDR275W
3588,YDR255C,0.966599364,3595,YDR277C
3589,YDR257C,0.938889992,3590,YDR259C
3589,YDR257C,0.948838632,3591,YDR261C
3589,YDR257C,0.967059075,3592,YDR271C
3589,YDR257C,0.966473998,3593,YDR273W
3589,YDR257C,0.989062703,3594,YDR275W
3589,YDR257C,0.991648424,3595,YDR277C
3590,YDR259C,0.958753193,3591,YDR261C
3590,YDR259C,0.914133376,3593,YDR273W
3590,YDR259C,0.916688228,3594,YDR275W
3590,YDR259C,0.901979381,3595,YDR277C
3591,YDR261C,0.930070399,3592,YDR271C
3591,YDR261C,0.923657576,3593,YDR273W
3591,YDR261C,0.950834077,3594,YDR275W
3591,YDR261C,0.942411160,3595,YDR277C
3592,YDR271C,0.953746224,3593,YDR273W
3592,YDR271C,0.985356499,3594,YDR275W
3592,YDR271C,0.979160971,3595,YDR277C
3593,YDR273W,0.972160934,3594,YDR275W
3593,YDR273W,0.951436743,3595,YDR277C
3594,YDR275W,0.992671456,3595,YDR277C
359,YMR302C,0.972419851,360,YMR304C-A
3606,YDR321W,0.981576752,3607,YDR322W
3609,YDR326C,0.910935157,3610,YEL076C
3609,YDR326C,0.955157933,3611,YEL076W-C
3609,YDR326C,0.953378807,3612,YER001W
3610,YEL076C,0.960240459,3611,YEL076W-C
3610,YEL076C,0.940728376,3612,YER001W
3611,YEL076W-C,0.975264884,3612,YER001W
3615,YER007C-A,0.927123843,3616,YER019W
3615,YER007C-A,0.900696142,3617,YER021W
3615,YER007C-A,0.937245128,3618,YER023W
3615,YER007C-A,0.895143488,3619,YER025W
3615,YER007C-A,0.943515284,3620,YER027C
3615,YER007C-A,0.970985689,3621,YER029C
3615,YER007C-A,0.937318393,3622,YER042W
3615,YER007C-A,0.894711908,3623,YER044C
3616,YER019W,0.925979420,3618,YER023W
3616,YER019W,0.916043642,3621,YER029C
3616,YER019W,0.951514673,3622,YER042W
3617,YER021W,0.944951882,3618,YER023W
3617,YER021W,0.991541304,3619,YER025W
3617,YER021W,0.982766116,3620,YER027C
3617,YER021W,0.963754705,3621,YER029C
3617,YER021W,0.975020292,3623,YER044C
3618,YER023W,0.942086554,3619,YER025W
3618,YER023W,0.947420020,3620,YER027C
3618,YER023W,0.980713986,3621,YER029C
3618,YER023W,0.919832203,3622,YER042W
3618,YER023W,0.950964371,3623,YER044C
3619,YER025W,0.981605372,3620,YER027C
3619,YER025W,0.964478484,3621,YER029C
3619,YER025W,0.965409470,3623,YER044C
3620,YER027C,0.973446052,3621,YER029C
3620,YER027C,0.954969425,3623,YER044C
3621,YER029C,0.937451948,3622,YER042W
3621,YER029C,0.962827925,3623,YER044C
3625,YER047C,0.941753352,3626,YER048W-A
3625,YER047C,0.941033419,3627,YER050C
3626,YER048W-A,0.972922329,3627,YER050C
3632,YER069W,0.956807717,3633,YER071C
363,YNL279W,0.922694763,364,YNL281W
3646,YGL090W,0.922223330,3647,YGL092W
3658,YGR155W,0.919073142,3659,YGR157W
3661,YGR161C,0.953228782,3662,YGR161C-D
3661,YGR161C,0.957927302,3663,YGR161W-B
3661,YGR161C,0.958777188,3664,YGR175C
3662,YGR161C-D,0.996577691,3663,YGR161W-B
3662,YGR161C-D,0.967554499,3664,YGR175C
3663,YGR161W-B,0.962497593,3664,YGR175C
3667,YGR181W,0.981470744,3668,YGR183C
3667,YGR181W,0.974303837,3669,YGR185C
3667,YGR181W,0.929076851,3670,YGR199W
3667,YGR181W,0.905271730,3671,YGR201C
3668,YGR183C,0.951361139,3669,YGR185C
3668,YGR183C,0.886685150,3670,YGR199W
3668,YGR183C,0.888415962,3671,YGR201C
3669,YGR185C,0.962723376,3670,YGR199W
3669,YGR185C,0.911566855,3671,YGR201C
366,YNL284C-A,0.933501639,367,YNL297C
3675,YGR209C,0.976410628,3676,YGR223C
3675,YGR209C,0.938008887,3677,YGR225W
3676,YGR223C,0.963271229,3677,YGR225W
3680,YGR231C,0.949946196,3681,YGR233C
3687,YHR187W,0.907807445,3688,YHR201C
3693,YHR211W,0.877476832,3694,YIL003W
3693,YHR211W,0.929351218,3695,YIL005W
3693,YHR211W,0.935740559,3696,YIL007C
3694,YIL003W,0.939818811,3695,YIL005W
3694,YIL003W,0.943759400,3696,YIL007C
3695,YIL005W,0.985318148,3696,YIL007C
3710,YBR181C,0.884052952,3711,YJR009C
3710,YBR181C,0.995650360,3712,YFL039C
3711,YJR009C,0.899774727,3712,YFL039C
3716,YBR181C,0.910568453,3717,YJR009C
3716,YBR181C,0.984551648,3718,YFL039C
3716,YBR181C,0.917104058,3719,YIL115C
3716,YBR181C,0.985387604,3720,YLL026W
3717,YJR009C,0.934903630,3718,YFL039C
3717,YJR009C,0.912867742,3720,YLL026W
3718,YFL039C,0.873274260,3719,YIL115C
3718,YFL039C,0.965318920,3720,YLL026W
371,YNL305C,0.896707805,372,YNL307C
371,YNL305C,0.923851716,374,YNL323W
371,YNL305C,0.895973780,376,YNL327W
371,YNL305C,0.940882159,378,YNL331C
371,YNL305C,0.936110041,379,YNR006W
3722,YBR181C,0.918494946,3723,YJR009C
3722,YBR181C,0.986742827,3724,YFL039C
3723,YJR009C,0.935687719,3724,YFL039C
3729,YJR009C,0.921167777,3730,YJL116C
372,YNL307C,0.966883155,373,YNL321W
372,YNL307C,0.978903479,374,YNL323W
372,YNL307C,0.905781953,378,YNL331C
372,YNL307C,0.989356153,379,YNR006W
3736,YJL140W,0.933226566,3737,YJL142C
3736,YJL140W,0.959252795,3738,YJL144W
3737,YJL142C,0.976875229,3738,YJL144W
3737,YJL142C,0.905958509,3739,YJL146W
373,YNL321W,0.928709939,374,YNL323W
373,YNL321W,0.940482851,379,YNR006W
3742,YJL164C,0.970378562,3743,YJL166W
374,YNL323W,0.938809365,378,YNL331C
374,YNL323W,0.992931627,379,YNR006W
375,YNL325C,0.888346066,377,YNL329C
375,YNL325C,0.917861603,378,YNL331C
3765,YKL142W,0.989740907,3766,YKL156W
3768,YKL160W,0.917243151,3770,YKL163W
3775,YKL185W,0.896567475,3776,YKL187C
3776,YKL187C,0.876764868,3777,YKL189W
378,YNL331C,0.926964413,379,YNR006W
3799,YLR167W,0.895728903,3800,YLR169W
3802,YLR464W,0.944896872,3803,YLR466W
3802,YLR464W,0.883748451,3804,YML001W
3803,YLR466W,0.949761044,3804,YML001W
3806,YML005W,0.949524542,3807,YML007W
3811,YML024W,0.959945260,3812,YML026C
3811,YML024W,0.952614572,3813,YML028W
3811,YML024W,0.969824549,3814,YML042W
3811,YML024W,0.957872655,3815,YML045W
3812,YML026C,0.974563797,3813,YML028W
3812,YML026C,0.987848917,3814,YML042W
3812,YML026C,0.932994908,3815,YML045W
3813,YML028W,0.978893295,3814,YML042W
3813,YML028W,0.943855503,3815,YML045W
3814,YML042W,0.959464454,3815,YML045W
3832,YMR246W,0.924240382,3833,YMR250W
3832,YMR246W,0.896292445,3834,YMR251W-A
3833,YMR250W,0.937685848,3834,YMR251W-A
383,YNR014W,0.945244678,384,YNR016C
383,YNR014W,0.967376319,387,YOR073W
383,YNR014W,0.943992797,388,YOR075W
383,YNR014W,0.926388980,389,YOR077W
383,YNR014W,0.932405793,390,YOR079C
3845,YMR295C,0.975121724,3846,YMR297W
3849,YMR303C,0.959041116,3850,YNL274C
384,YNR016C,0.975260546,387,YOR073W
384,YNR016C,0.978784655,388,YOR075W
384,YNR016C,0.993068530,389,YOR077W
384,YNR016C,0.984627060,390,YOR079C
3864,YNL324W,0.900120004,3865,YNL326C
3875,YOR070C,0.979759773,3876,YOR072W
3878,YOR076C,0.972253659,3879,YOR078W
387,YOR073W,0.985361976,388,YOR075W
387,YOR073W,0.974360709,389,YOR077W
387,YOR073W,0.977182494,390,YOR079C
3881,YOR094W,0.931972429,3882,YOR096W
3881,YOR094W,0.946160956,3883,YOR098C
3881,YOR094W,0.986852596,3884,YOR100C
3881,YOR094W,0.946480483,3885,YOR102W
3881,YOR094W,0.977650268,3886,YOR116C
3881,YOR094W,0.991966834,3887,YOR118W
3881,YOR094W,0.972511813,3888,YOR120W
3881,YOR094W,0.970508227,3889,YOR122C
3881,YOR094W,0.972620054,3890,YOR124C
3881,YOR094W,0.934006644,3891,YOR126C
3882,YOR096W,0.929894781,3883,YOR098C
3882,YOR096W,0.925976294,3884,YOR100C
3882,YOR096W,0.936997910,3885,YOR102W
3882,YOR096W,0.936546113,3886,YOR116C
3882,YOR096W,0.935452030,3887,YOR118W
3882,YOR096W,0.953629945,3888,YOR120W
3882,YOR096W,0.928153226,3889,YOR122C
3882,YOR096W,0.916429577,3890,YOR124C
3882,YOR096W,0.966535777,3891,YOR126C
3883,YOR098C,0.898445820,3884,YOR100C
3883,YOR098C,0.991589283,3885,YOR102W
3883,YOR098C,0.938197526,3886,YOR116C
3883,YOR098C,0.952003828,3887,YOR118W
3883,YOR098C,0.901062819,3888,YOR120W
3883,YOR098C,0.893687123,3889,YOR122C
3883,YOR098C,0.943404006,3890,YOR124C
3883,YOR098C,0.955789433,3891,YOR126C
3884,YOR100C,0.908639193,3885,YOR102W
3884,YOR100C,0.977720693,3886,YOR116C
3884,YOR100C,0.975778196,3887,YOR118W
3884,YOR100C,0.977319858,3888,YOR120W
3884,YOR100C,0.990713464,3889,YOR122C
3884,YOR100C,0.938081767,3890,YOR124C
3884,YOR100C,0.926255482,3891,YOR126C
3885,YOR102W,0.951662900,3886,YOR116C
3885,YOR102W,0.952290685,3887,YOR118W
3885,YOR102W,0.898973662,3888,YOR120W
3885,YOR102W,0.905112499,3889,YOR122C
3885,YOR102W,0.931037434,3890,YOR124C
3885,YOR102W,0.968066131,3891,YOR126C
3886,YOR116C,0.977506924,3887,YOR118W
3886,YOR116C,0.944854777,3888,YOR120W
3886,YOR116C,0.984217915,3889,YOR122C
3886,YOR116C,0.929603239,3890,YOR124C
3886,YOR116C,0.969875422,3891,YOR126C
3887,YOR118W,0.958118957,3888,YOR120W
3887,YOR118W,0.957575689,3889,YOR122C
3887,YOR118W,0.956265186,3890,YOR124C
3887,YOR118W,0.943918661,3891,YOR126C
3888,YOR120W,0.967092847,3889,YOR122C
3888,YOR120W,0.947152258,3890,YOR124C
